ma_cua_hang,ma_mh,so_luong_trong_kho,thoi_gian
4633,244865,9,2025-04-11 23:14:49
4633,254598,28,2024-07-20 11:28:13
4633,264202,60,2024-07-02 06:43:54
4633,270157,80,2024-12-21 16:30:02
4633,270781,26,2024-11-20 15:42:51
4633,278974,52,2024-10-01 00:01:42
4633,280367,15,2024-10-10 15:29:25
4633,282106,82,2024-09-25 00:47:11
4633,304622,88,2024-05-12 12:30:44
4633,306759,38,2025-03-05 02:19:13
4633,312303,35,2024-10-23 22:48:44
4633,319412,33,2024-07-21 17:52:39
4633,322443,20,2024-12-09 12:53:04
4633,329690,48,2024-10-23 11:30:36
4633,347400,26,2024-08-08 00:35:39
4633,349583,92,2024-09-04 01:46:18
4633,390762,56,2025-04-22 13:09:22
4633,396451,40,2024-06-02 02:41:20
4633,402768,46,2024-09-10 13:44:13
4633,412793,25,2024-06-02 02:30:39
4633,422764,78,2025-01-04 13:51:44
4633,428783,55,2024-08-08 03:58:02
4633,429790,26,2025-04-09 10:43:52
4633,439738,66,2024-05-31 16:52:36
4633,443117,26,2024-10-18 11:49:47
4633,449748,96,2024-12-12 21:46:57
4633,452634,83,2024-08-30 20:23:54
4633,466310,17,2024-11-08 16:38:01
4633,475966,41,2024-07-10 18:57:03
4633,476979,87,2024-06-11 14:08:58
4633,481734,96,2024-06-25 02:22:23
4633,483058,1,2025-03-25 22:59:33
4633,483926,50,2024-08-28 15:24:24
4633,484462,95,2024-12-13 07:21:09
4633,488923,21,2024-12-30 09:07:42
4633,491840,27,2024-11-14 07:20:29
4633,503563,98,2024-09-03 18:20:10
4633,529441,63,2025-02-26 23:32:16
4633,559317,15,2024-08-26 06:31:34
4633,575684,43,2024-07-05 05:28:32
4633,576533,73,2024-12-23 20:23:25
4633,578123,99,2024-05-23 02:31:41
4633,583319,15,2025-03-22 15:04:39
4633,584687,56,2025-03-20 23:07:12
4633,588328,99,2024-11-05 18:41:11
4633,600504,7,2025-03-19 21:58:55
4633,622457,47,2025-04-01 10:13:02
4633,634350,5,2025-03-04 13:47:02
4633,636660,53,2025-04-27 06:05:08
4633,638188,3,2025-01-01 18:05:38
4633,638571,81,2024-11-24 04:36:49
4633,641119,32,2024-09-18 07:44:01
4633,651014,44,2024-11-20 00:31:57
4633,659155,41,2024-09-19 11:56:56
4633,660897,40,2024-06-07 20:53:31
4633,661648,82,2025-01-20 10:22:07
4633,662391,5,2024-06-02 11:48:06
4633,662756,97,2025-02-28 22:55:28
4633,688772,11,2024-10-09 15:23:46
4633,714808,47,2024-12-13 10:10:56
4633,715915,71,2024-10-12 18:30:18
4633,719017,37,2024-11-09 21:31:45
4633,719586,58,2024-10-22 14:23:41
4633,725688,54,2024-06-26 12:35:15
4633,747170,73,2025-02-11 05:06:04
4633,750941,62,2025-02-03 22:23:56
4633,760283,12,2025-04-15 01:48:23
4633,764153,91,2024-07-11 02:25:45
4633,785526,25,2025-04-22 14:31:31
4633,787359,28,2025-03-01 05:11:38
4633,793292,4,2024-07-25 03:10:44
4633,806712,77,2024-06-10 17:09:10
4633,811007,62,2024-08-14 22:43:05
4633,813157,95,2024-08-30 09:41:15
4633,815448,62,2024-11-03 22:24:09
4633,819495,29,2024-08-06 11:32:18
4633,836327,7,2024-08-28 18:18:52
4633,840262,75,2024-10-11 02:59:31
4633,853993,61,2025-01-17 10:15:26
4633,861060,74,2024-11-24 14:08:43
4633,861633,69,2024-07-18 14:04:04
4633,866219,44,2024-12-31 17:40:49
4633,871900,15,2024-11-28 21:14:05
4633,875481,11,2024-05-04 19:34:00
4633,891858,35,2024-09-27 22:58:57
4633,894069,50,2025-02-19 00:03:42
4633,896033,15,2025-01-29 07:16:53
4633,896623,50,2025-04-12 11:13:29
4633,901794,60,2024-12-24 14:32:11
4633,902265,16,2024-07-07 12:32:28
4633,905647,40,2024-06-07 12:31:00
4633,906271,62,2025-03-09 12:38:24
4633,912074,3,2024-10-12 05:18:25
4633,916674,58,2025-02-12 14:28:12
4633,923937,76,2024-08-22 01:21:29
4633,928951,66,2024-05-28 15:52:05
4633,940357,8,2024-07-03 22:57:56
4633,952313,70,2024-11-06 04:40:53
4633,961202,6,2024-11-03 04:28:32
4633,963601,79,2024-07-29 04:11:49
4633,965324,31,2025-04-20 02:14:29
4633,974195,48,2024-08-14 05:31:26
4633,980209,45,2025-04-21 07:10:15
4633,980450,11,2024-08-19 14:40:09
4633,991045,11,2024-05-13 21:29:48
4698,1038,64,2024-12-14 04:25:17
4698,1415,63,2025-04-23 06:29:50
4698,4991,99,2024-07-01 14:19:10
4698,6401,24,2024-09-08 18:23:57
4698,34057,98,2025-01-09 22:01:11
4698,34793,79,2024-11-29 01:22:01
4698,35672,49,2025-02-11 03:03:53
4698,37810,70,2025-03-12 02:07:56
4698,39757,13,2024-05-27 20:22:20
4698,49327,18,2025-01-25 18:42:17
4698,51740,63,2024-10-25 13:55:55
4698,52794,85,2025-04-08 01:40:33
4698,55072,3,2025-02-25 12:40:00
4698,61694,14,2024-05-15 18:56:54
4698,70924,52,2024-07-29 13:11:04
4698,74003,33,2024-07-21 03:51:41
4698,80655,93,2024-08-23 10:29:16
4698,84229,86,2024-10-24 17:35:48
4698,94069,61,2024-08-24 20:17:00
4698,104522,25,2024-08-10 03:18:18
4698,104858,77,2025-04-07 00:58:04
4698,106321,11,2024-08-05 09:17:52
4698,128215,85,2024-09-29 14:08:17
4698,132080,92,2024-07-05 15:15:42
4698,132337,44,2024-11-22 03:43:41
4698,137552,20,2024-05-18 00:27:01
4698,143605,38,2024-09-27 20:10:43
4698,166243,1,2024-05-31 18:09:09
4698,169193,54,2025-04-09 00:48:57
4698,174798,14,2024-09-04 11:39:02
4698,194970,25,2024-12-29 10:14:22
4698,212601,10,2024-10-03 09:17:36
4698,218458,48,2024-11-08 01:39:53
4698,221202,14,2024-12-06 16:58:58
4698,221203,4,2025-04-26 13:44:57
4698,243896,89,2024-11-10 23:27:15
4698,249001,66,2024-07-20 04:16:28
4698,258228,96,2024-06-07 03:40:15
4698,258690,55,2024-07-30 17:03:50
4698,269480,74,2024-11-11 18:18:06
4698,306759,21,2025-03-04 02:11:29
4698,319412,6,2024-10-04 21:12:24
4698,320329,97,2025-02-04 08:11:34
4698,337517,9,2025-01-16 03:40:26
4698,344086,82,2025-01-10 05:51:45
4698,358038,51,2024-07-13 11:19:10
4698,373535,91,2024-05-04 09:58:02
4698,374931,58,2025-03-30 11:39:37
4698,379806,89,2024-08-19 05:05:06
4698,390169,55,2024-04-30 17:16:01
4698,390762,74,2024-12-01 20:19:43
4698,405231,55,2024-08-03 04:10:09
4698,415242,41,2025-04-04 15:12:06
4698,421576,77,2025-01-04 10:17:38
4698,424793,82,2024-07-02 14:20:23
4698,428783,7,2025-01-23 08:35:17
4698,447993,83,2025-02-09 14:27:08
4698,455284,14,2024-11-07 00:20:50
4698,455569,42,2024-11-30 05:45:00
4698,468465,25,2024-06-03 08:23:05
4698,477941,30,2024-07-16 23:01:03
4698,480652,30,2025-01-11 10:32:28
4698,481734,3,2025-04-22 10:18:55
4698,483832,53,2024-07-10 23:18:52
4698,503563,86,2024-05-23 16:14:10
4698,507035,76,2025-02-08 15:23:02
4698,518373,82,2025-04-29 03:40:40
4698,518584,14,2025-04-13 07:38:13
4698,519509,90,2025-01-22 04:54:17
4698,520550,79,2025-02-04 07:37:53
4698,522643,71,2024-10-24 15:04:04
4698,530296,88,2025-03-30 22:09:07
4698,533541,65,2024-09-30 11:15:31
4698,544136,53,2024-12-13 13:02:23
4698,545338,93,2024-06-10 03:09:04
4698,563078,14,2025-03-25 09:51:36
4698,568074,27,2024-07-11 21:26:39
4698,570560,68,2025-02-21 17:36:25
4698,593611,75,2024-07-30 03:34:14
4698,612080,66,2025-01-20 02:51:30
4698,616821,28,2024-07-03 06:12:17
4698,616963,40,2024-07-11 10:28:53
4698,619331,96,2025-03-06 17:32:07
4698,620973,5,2025-03-26 11:55:48
4698,642530,52,2025-04-03 11:26:53
4698,647615,26,2024-12-01 05:36:44
4698,655857,15,2025-03-13 01:13:24
4698,657758,88,2024-05-23 17:23:54
4698,660578,81,2024-12-08 12:39:07
4698,662391,25,2024-10-31 06:36:28
4698,665127,79,2025-01-20 11:54:32
4698,680945,72,2024-11-18 05:25:58
4698,696450,3,2024-11-29 05:31:55
4698,702965,14,2024-12-16 03:06:19
4698,710087,39,2024-07-18 15:17:13
4698,715782,83,2025-01-02 05:19:34
4698,718213,93,2024-05-20 00:28:13
4698,736291,81,2024-09-05 18:09:29
4698,741853,87,2025-02-04 13:30:04
4698,742100,45,2025-04-28 19:04:59
4698,742830,86,2024-07-09 18:39:25
4698,748246,67,2024-10-14 08:10:28
4698,750941,29,2024-06-03 02:35:00
4698,756693,64,2024-07-10 15:45:21
4698,775015,97,2025-02-03 17:50:04
4698,790002,45,2024-05-22 04:20:03
4698,799377,27,2025-01-02 23:46:07
4698,811007,68,2024-09-17 04:50:45
4698,820997,65,2024-08-01 18:00:16
4698,836327,7,2024-10-10 18:14:04
4698,839780,12,2025-01-20 07:26:45
4698,845154,19,2024-08-27 06:21:20
4698,846031,57,2024-12-27 19:57:44
4698,864637,2,2025-04-13 01:10:35
4698,867679,97,2025-01-09 15:23:11
4698,869469,54,2025-01-20 10:17:59
4698,878158,37,2024-05-19 23:22:02
4698,880382,41,2025-04-04 08:16:31
4698,894069,15,2024-08-26 02:31:05
4698,896033,35,2024-08-01 05:14:56
4698,906271,28,2024-08-25 17:23:08
4698,907982,57,2024-11-19 15:08:48
4698,909677,12,2025-04-22 02:39:11
4698,911940,52,2024-08-05 15:04:12
4698,918756,10,2025-02-08 22:23:15
4698,940357,48,2024-06-23 03:27:02
4698,949385,69,2025-04-24 16:58:11
4698,951519,92,2024-12-05 17:51:39
4698,956924,36,2024-07-28 22:55:03
4698,963601,45,2024-09-28 17:09:42
4698,976382,15,2024-12-26 12:41:36
4717,12328,91,2024-05-11 15:52:49
4717,19855,3,2024-09-01 09:08:00
4717,37139,36,2025-04-17 05:21:17
4717,37810,14,2024-12-22 08:08:20
4717,43694,16,2024-05-03 00:05:35
4717,45621,82,2025-03-07 18:12:29
4717,48713,80,2025-02-02 21:31:36
4717,53852,62,2024-09-04 14:56:33
4717,58244,77,2024-06-23 07:26:00
4717,58417,24,2025-03-08 15:38:48
4717,59929,24,2024-08-27 22:58:17
4717,62949,49,2025-02-28 17:21:45
4717,63158,8,2024-12-18 06:29:23
4717,63162,64,2025-02-14 10:28:17
4717,63248,36,2024-10-15 09:49:51
4717,66945,44,2025-01-05 05:17:38
4717,70924,20,2025-01-01 13:03:06
4717,77014,58,2024-07-07 06:44:56
4717,90881,64,2024-06-04 06:33:51
4717,105852,68,2024-10-05 02:17:58
4717,109871,66,2024-06-27 20:53:09
4717,124782,63,2025-04-14 18:31:34
4717,124887,54,2024-06-19 06:32:57
4717,135530,78,2025-04-08 13:03:21
4717,137106,68,2024-12-30 01:25:05
4717,141883,32,2025-01-23 03:53:02
4717,155866,19,2024-05-25 09:52:18
4717,162519,88,2025-03-03 06:51:30
4717,168573,98,2024-12-07 18:14:06
4717,177701,83,2024-07-12 16:04:26
4717,208874,27,2024-10-03 08:57:39
4717,210111,45,2025-01-17 14:37:51
4717,215892,94,2025-01-28 00:22:27
4717,217556,9,2024-09-27 05:30:03
4717,221202,64,2024-11-29 23:29:54
4717,258228,25,2024-05-09 04:24:28
4717,263088,63,2025-01-23 19:20:54
4717,301389,52,2024-11-11 04:11:03
4717,320329,93,2024-11-06 04:01:32
4717,335131,30,2024-05-19 17:22:47
4717,340433,97,2025-01-25 01:47:16
4717,355761,50,2024-11-28 07:35:15
4717,358038,23,2024-10-28 20:01:27
4717,365600,76,2024-12-25 06:23:51
4717,382551,5,2025-02-21 04:38:42
4717,386627,72,2024-06-22 04:35:32
4717,401858,1,2024-10-28 20:05:42
4717,403312,10,2024-05-13 02:04:28
4717,413147,67,2024-10-23 05:44:36
4717,422764,86,2025-01-24 00:04:37
4717,422981,57,2024-11-03 13:39:47
4717,425892,96,2024-09-25 02:58:44
4717,426821,1,2024-09-25 02:15:37
4717,433078,95,2024-11-18 13:22:41
4717,439007,19,2024-06-09 15:23:19
4717,440777,27,2025-01-31 02:22:53
4717,455284,11,2024-05-06 17:21:31
4717,456991,64,2024-09-04 18:37:45
4717,480652,16,2024-05-24 03:47:58
4717,481913,80,2024-07-07 13:11:42
4717,493091,6,2025-02-12 23:31:10
4717,499828,81,2024-10-21 01:10:37
4717,503563,32,2024-10-13 11:14:47
4717,519509,43,2024-11-04 02:06:14
4717,524544,82,2025-03-18 15:44:27
4717,541732,71,2024-06-01 23:42:36
4717,543903,39,2024-10-17 07:53:07
4717,546193,16,2024-10-25 12:40:20
4717,553901,99,2024-06-07 20:21:45
4717,558435,24,2025-01-31 03:49:16
4717,570683,59,2024-10-07 11:27:10
4717,571744,27,2024-12-13 11:40:35
4717,573902,75,2025-04-21 02:27:07
4717,590400,54,2024-12-09 16:12:00
4717,597707,1,2024-07-17 07:17:21
4717,605616,37,2025-04-22 15:38:43
4717,620285,68,2025-04-14 16:29:33
4717,622457,74,2024-11-20 11:18:35
4717,622733,41,2025-02-05 18:26:01
4717,635495,46,2025-03-01 03:47:53
4717,637301,86,2024-08-26 19:44:30
4717,638188,45,2024-07-24 03:01:27
4717,640707,99,2025-03-13 13:52:20
4717,655857,40,2024-12-23 12:00:39
4717,657758,12,2025-03-01 13:10:49
4717,662451,68,2025-02-06 17:30:09
4717,663888,50,2025-04-21 21:43:12
4717,665127,76,2024-10-24 03:36:16
4717,689346,66,2025-04-24 12:59:09
4717,689839,57,2024-08-23 00:30:18
4717,711358,100,2024-12-12 04:16:44
4717,714708,52,2025-03-16 07:41:41
4717,714808,24,2025-03-27 17:08:08
4717,719017,100,2025-02-01 17:56:20
4717,719353,57,2024-11-13 02:00:36
4717,719586,60,2024-08-30 17:44:21
4717,732991,31,2024-05-04 06:34:15
4717,742830,18,2025-01-21 02:19:58
4717,756693,92,2025-04-26 18:33:46
4717,764153,72,2025-03-19 17:12:40
4717,774164,26,2024-11-28 08:22:32
4717,780787,15,2024-07-25 10:13:29
4717,785594,39,2024-11-04 04:37:10
4717,792689,93,2024-10-27 09:45:18
4717,793292,3,2024-10-19 18:12:55
4717,821900,47,2024-10-15 23:28:42
4717,823913,3,2024-11-27 00:55:11
4717,839780,20,2025-04-11 07:56:20
4717,845154,15,2024-07-30 23:47:01
4717,846078,45,2025-01-12 08:56:42
4717,864637,9,2025-04-17 12:05:20
4717,866219,25,2024-09-27 02:15:29
4717,870940,65,2025-03-27 18:12:22
4717,884305,9,2024-05-27 19:13:37
4717,892251,70,2024-12-16 18:18:56
4717,894069,74,2024-07-03 08:37:48
4717,903377,9,2024-07-28 18:05:02
4717,912164,59,2025-02-24 01:15:18
4717,920510,41,2024-06-21 05:45:15
4717,926042,6,2024-09-05 08:56:25
4717,926187,37,2025-02-16 13:15:20
4717,944915,19,2024-07-27 19:32:27
4717,951885,54,2024-12-17 01:32:55
4717,954142,96,2024-10-02 17:31:20
4717,961956,47,2024-08-10 15:11:11
4717,963601,41,2024-12-05 16:39:12
4717,968288,58,2025-03-01 01:51:49
4717,980118,5,2025-04-08 04:25:26
4717,993335,19,2025-04-13 17:56:16
4791,4991,69,2024-09-04 14:48:01
4791,5953,71,2025-01-09 11:06:47
4791,19855,61,2025-01-12 18:32:50
4791,20196,24,2024-05-09 22:50:22
4791,21039,69,2025-01-14 00:06:58
4791,22798,68,2024-12-16 07:56:39
4791,29505,57,2024-08-02 23:57:58
4791,42111,41,2025-02-22 14:48:21
4791,51740,60,2024-10-16 10:11:17
4791,52473,34,2024-10-07 01:21:02
4791,56818,85,2024-08-13 13:48:38
4791,59929,95,2024-10-19 19:35:00
4791,63248,90,2024-07-01 08:29:24
4791,91403,37,2024-08-21 07:53:53
4791,104092,64,2024-09-27 01:29:58
4791,104522,22,2025-01-02 01:01:20
4791,110352,20,2024-05-07 04:21:56
4791,113202,27,2024-07-13 08:18:47
4791,113330,65,2024-07-20 16:15:35
4791,115275,46,2025-04-04 10:13:25
4791,121054,74,2025-01-15 11:42:35
4791,124782,19,2025-02-14 09:52:00
4791,131382,64,2024-09-10 02:19:50
4791,132337,53,2024-12-22 14:30:30
4791,135463,26,2024-08-29 19:50:30
4791,135705,86,2025-01-10 19:53:57
4791,140286,28,2024-08-02 16:55:06
4791,151990,48,2024-11-29 13:35:55
4791,155866,13,2025-01-21 11:28:40
4791,166481,36,2024-07-19 01:34:17
4791,169193,9,2024-08-11 07:40:38
4791,187212,66,2024-10-22 00:29:02
4791,194673,36,2025-03-12 09:35:02
4791,207169,61,2024-08-16 05:35:24
4791,208874,92,2025-03-22 01:25:32
4791,213529,62,2024-05-13 03:40:28
4791,221202,65,2024-07-20 07:41:24
4791,249001,10,2025-02-08 07:38:02
4791,250643,78,2024-05-27 13:38:08
4791,254493,12,2024-05-21 02:58:32
4791,254598,45,2025-03-29 03:39:30
4791,260436,55,2024-11-17 23:12:06
4791,264974,65,2024-07-08 15:37:49
4791,265234,53,2024-11-17 02:30:23
4791,268347,76,2025-04-09 02:31:40
4791,270981,27,2024-12-19 05:33:31
4791,288123,27,2024-10-19 19:38:30
4791,291408,37,2025-02-21 05:15:51
4791,309931,60,2024-06-14 08:09:00
4791,311140,92,2024-06-15 08:33:15
4791,322443,6,2024-07-31 05:48:43
4791,324608,74,2024-06-28 02:49:33
4791,341512,41,2024-09-06 19:00:02
4791,346527,47,2024-12-01 14:20:15
4791,350675,76,2024-10-03 16:59:43
4791,359294,81,2025-03-07 18:49:54
4791,363166,26,2024-12-12 08:26:55
4791,378474,38,2025-03-29 10:01:21
4791,382430,56,2024-05-07 19:27:11
4791,405231,5,2024-07-21 02:07:36
4791,425892,69,2025-01-01 21:18:05
4791,429190,19,2025-04-28 02:16:29
4791,433287,2,2024-07-19 22:25:46
4791,435870,66,2024-07-01 14:33:45
4791,437539,92,2024-10-12 04:50:02
4791,439738,77,2025-01-22 06:09:42
4791,449295,55,2024-07-13 18:18:59
4791,452238,34,2024-09-04 16:55:15
4791,456991,11,2024-11-04 05:39:57
4791,462934,68,2024-07-18 15:00:03
4791,469691,59,2024-11-02 18:02:31
4791,480722,95,2024-12-04 09:51:00
4791,481734,4,2025-01-06 19:48:12
4791,481913,87,2024-09-12 00:58:54
4791,493091,82,2024-09-21 06:04:46
4791,498937,61,2024-05-07 20:36:57
4791,499790,41,2024-07-21 06:11:28
4791,518584,18,2024-05-19 21:34:21
4791,519509,37,2024-05-09 13:25:41
4791,520101,8,2024-08-15 08:37:20
4791,523522,78,2024-05-25 13:52:06
4791,527642,96,2025-02-15 11:17:07
4791,530296,93,2025-01-13 10:49:06
4791,538664,2,2024-07-08 00:51:37
4791,543903,86,2025-04-05 01:24:51
4791,547004,80,2024-05-07 04:15:50
4791,564978,65,2024-11-28 15:50:02
4791,565073,100,2024-11-07 12:14:38
4791,571744,26,2025-03-19 08:54:05
4791,578123,94,2024-05-22 03:53:30
4791,583319,28,2024-10-11 01:05:45
4791,588328,84,2024-05-15 23:15:52
4791,609015,54,2024-10-15 12:47:11
4791,616178,34,2024-06-06 23:50:24
4791,620487,50,2024-06-28 08:00:58
4791,623447,38,2025-03-01 22:35:26
4791,631124,23,2025-01-18 03:52:26
4791,632212,89,2025-04-07 01:00:16
4791,636574,22,2024-10-11 17:30:20
4791,636814,3,2024-06-06 04:46:39
4791,642530,55,2025-02-24 15:54:37
4791,651432,78,2025-04-13 18:03:27
4791,659155,20,2025-01-22 17:22:47
4791,663888,38,2024-07-05 01:43:39
4791,686848,78,2024-05-08 06:04:14
4791,698060,77,2024-12-28 08:56:19
4791,719353,92,2024-10-31 15:13:35
4791,724028,60,2024-12-16 19:47:20
4791,742830,45,2024-08-10 00:42:01
4791,744126,18,2024-10-09 14:15:09
4791,793292,15,2024-06-26 14:39:48
4791,806433,94,2025-04-05 21:49:40
4791,811007,14,2024-11-06 08:16:24
4791,856642,9,2025-01-11 20:39:18
4791,870940,83,2024-05-26 00:12:14
4791,887512,14,2025-04-25 15:43:15
4791,905647,70,2025-02-22 09:44:07
4791,923693,34,2024-05-04 17:25:02
4791,923937,96,2024-05-12 18:21:19
4791,926042,100,2024-11-10 10:25:39
4791,952313,56,2024-11-08 22:24:58
4791,956924,89,2025-04-17 04:50:51
4791,964709,75,2024-07-05 23:44:13
4791,969826,75,2024-12-30 12:31:11
4791,974372,2,2024-10-31 08:08:22
4791,974597,25,2024-05-22 20:32:37
4791,981528,36,2024-12-28 23:25:12
4848,201,42,2024-11-02 01:07:24
4848,1336,35,2024-08-21 10:47:30
4848,8682,2,2025-02-16 23:03:37
4848,39757,15,2024-10-07 06:39:08
4848,42111,59,2024-08-16 05:30:47
4848,52148,62,2024-12-20 04:14:42
4848,53852,90,2025-02-01 00:16:25
4848,65034,40,2024-06-16 00:58:38
4848,66945,98,2024-07-02 04:59:42
4848,74356,23,2024-05-08 20:28:21
4848,77014,56,2024-06-15 00:15:54
4848,87297,94,2024-12-21 07:22:04
4848,104858,97,2025-04-18 03:31:58
4848,108282,16,2024-05-04 08:23:46
4848,121054,1,2024-06-18 17:54:57
4848,123551,50,2024-05-16 22:17:39
4848,126544,62,2024-05-29 15:23:41
4848,131930,93,2024-08-25 21:13:21
4848,135463,15,2024-07-05 08:17:39
4848,135705,71,2025-01-27 20:12:43
4848,137106,61,2025-01-20 20:46:32
4848,137211,16,2025-02-13 15:31:49
4848,157529,26,2024-10-30 09:03:44
4848,162519,66,2025-01-08 14:52:33
4848,165217,100,2025-04-12 08:16:36
4848,178000,42,2024-11-16 23:57:31
4848,214077,2,2025-03-01 19:37:00
4848,223821,66,2024-12-08 19:50:03
4848,230906,51,2025-02-17 15:09:25
4848,232761,80,2024-06-02 08:37:25
4848,240211,57,2024-09-15 21:21:39
4848,254493,37,2025-04-22 10:16:23
4848,258690,87,2024-09-23 10:32:04
4848,260436,98,2025-04-18 16:08:36
4848,263617,38,2025-02-21 13:58:12
4848,265234,29,2025-02-28 16:42:49
4848,272531,31,2024-06-16 20:17:23
4848,278272,53,2024-10-07 15:48:39
4848,298250,36,2024-09-09 16:00:02
4848,320098,4,2024-11-12 09:03:59
4848,322443,70,2025-02-23 12:14:02
4848,337517,40,2025-04-24 08:40:55
4848,349450,63,2024-10-02 18:17:54
4848,359294,63,2025-04-21 13:03:34
4848,360151,76,2024-11-27 04:12:26
4848,361878,27,2024-08-29 02:57:30
4848,367555,45,2024-07-05 19:55:06
4848,373979,45,2025-01-10 17:01:58
4848,375345,86,2024-06-13 12:36:22
4848,378474,8,2024-09-08 13:43:01
4848,390169,32,2025-01-09 09:53:27
4848,396104,75,2025-03-09 11:36:35
4848,406565,95,2024-06-20 14:44:48
4848,421576,93,2025-01-12 13:03:15
4848,425892,54,2025-04-18 23:26:50
4848,426783,94,2024-11-04 01:56:13
4848,426821,47,2024-06-06 17:45:07
4848,429328,59,2024-12-14 16:18:53
4848,429790,60,2024-04-30 05:19:54
4848,437539,33,2024-05-17 06:50:19
4848,439007,32,2025-04-17 16:19:06
4848,440777,83,2024-08-06 01:23:57
4848,455250,51,2024-11-10 12:50:53
4848,455569,68,2025-03-14 08:37:09
4848,475966,84,2025-01-31 19:59:56
4848,481410,80,2024-11-07 04:52:10
4848,482482,23,2024-06-14 08:00:25
4848,484298,56,2024-12-20 05:00:58
4848,484462,12,2024-07-08 16:27:25
4848,486832,8,2024-07-12 01:32:52
4848,491840,28,2024-08-27 18:38:32
4848,509767,40,2025-04-10 21:08:04
4848,519509,32,2024-08-28 03:02:38
4848,519935,6,2024-12-10 14:26:29
4848,538664,16,2024-08-08 09:39:51
4848,560892,83,2024-09-29 23:43:44
4848,568074,15,2024-12-31 02:20:47
4848,573162,68,2024-08-08 19:35:08
4848,592571,56,2024-09-02 15:24:43
4848,595866,62,2025-03-07 12:06:35
4848,601147,65,2024-11-23 21:40:19
4848,621000,6,2025-04-26 23:44:03
4848,631172,51,2024-08-05 23:23:04
4848,646265,53,2025-03-15 22:01:24
4848,648621,67,2024-05-16 05:50:00
4848,650716,54,2024-12-20 08:17:36
4848,651014,8,2025-01-20 20:25:39
4848,651432,99,2024-06-22 15:54:01
4848,663888,48,2024-08-05 13:31:28
4848,683686,51,2025-02-13 01:17:42
4848,686848,92,2024-05-28 20:53:00
4848,693434,18,2024-05-21 14:52:42
4848,696450,46,2024-12-06 07:37:14
4848,714808,10,2025-01-29 03:41:50
4848,718818,2,2025-02-28 18:49:45
4848,758443,38,2024-07-25 13:26:30
4848,762181,67,2025-03-10 04:31:28
4848,762884,88,2024-12-05 23:02:10
4848,767590,83,2025-03-30 22:41:44
4848,777451,31,2025-04-06 21:12:20
4848,785594,88,2024-10-06 19:10:44
4848,820910,8,2025-04-16 21:48:06
4848,836327,88,2024-10-22 21:07:58
4848,836608,81,2024-08-12 08:52:27
4848,839351,2,2025-04-12 15:18:10
4848,840349,79,2025-04-06 07:54:49
4848,880382,89,2024-09-22 04:21:01
4848,909677,8,2024-12-07 13:31:52
4848,925349,62,2024-08-20 19:35:02
4848,926187,66,2025-03-11 14:19:00
4848,928951,66,2024-09-30 00:14:20
4848,939388,6,2024-10-19 20:46:49
4848,950575,64,2024-08-11 16:10:36
4848,951885,83,2024-10-23 01:26:50
4848,976382,52,2025-02-11 13:02:31
4848,983623,2,2024-12-16 18:54:24
4848,985802,67,2025-01-13 12:49:34
4848,987166,50,2024-10-13 16:04:42
4906,1038,49,2024-09-04 14:56:41
4906,8197,56,2024-09-09 17:22:42
4906,29505,36,2025-02-26 08:43:40
4906,43304,23,2024-06-15 11:14:54
4906,61482,28,2025-04-18 12:35:35
4906,77131,27,2024-07-18 09:30:06
4906,86425,53,2025-01-10 02:53:17
4906,87297,80,2024-05-06 03:50:52
4906,88395,63,2024-12-29 13:51:49
4906,88850,41,2024-10-17 08:50:48
4906,90944,61,2024-07-30 20:56:36
4906,96477,30,2025-03-11 19:03:21
4906,106321,16,2024-06-08 03:02:16
4906,108282,29,2025-04-05 18:53:04
4906,126544,61,2025-03-07 17:45:53
4906,128215,29,2025-01-07 19:38:16
4906,135705,86,2024-07-26 22:03:38
4906,162519,89,2024-10-25 09:57:39
4906,168573,37,2025-02-28 13:25:56
4906,178000,19,2024-07-16 21:08:26
4906,188554,53,2024-11-14 04:52:39
4906,193447,42,2024-10-16 07:39:59
4906,210111,56,2024-10-03 02:03:21
4906,212601,73,2024-12-07 02:48:09
4906,240104,10,2024-06-10 14:37:56
4906,250643,54,2025-03-01 09:38:48
4906,251958,9,2025-01-23 13:14:44
4906,258672,99,2024-12-23 00:09:58
4906,260436,45,2024-10-16 16:00:44
4906,264202,92,2024-10-11 04:59:36
4906,280367,37,2025-03-25 19:05:00
4906,288123,61,2024-11-22 11:36:36
4906,288517,18,2024-12-22 18:50:40
4906,294703,32,2025-02-18 03:03:46
4906,296320,27,2024-08-24 09:35:42
4906,313183,83,2024-05-09 08:27:06
4906,321724,93,2024-10-03 10:43:50
4906,329593,59,2025-04-02 11:17:24
4906,337006,93,2025-03-22 00:52:00
4906,344086,93,2024-06-07 06:23:56
4906,345043,45,2025-03-07 16:12:28
4906,351794,72,2024-09-19 13:06:25
4906,358038,82,2024-11-11 06:15:05
4906,378474,70,2024-08-04 13:50:32
4906,390762,11,2025-04-13 22:29:30
4906,396104,63,2024-06-16 01:04:07
4906,403457,59,2024-10-13 22:34:05
4906,422764,66,2024-10-03 18:17:18
4906,437422,52,2024-12-05 23:52:30
4906,437539,67,2024-08-24 05:13:54
4906,445324,16,2025-02-20 16:46:18
4906,447993,89,2025-03-06 15:06:20
4906,449295,47,2025-03-04 12:51:37
4906,461587,17,2025-04-19 09:07:10
4906,469476,7,2024-12-20 08:07:38
