ma_don,ngay_dat_hang,ma_khach_hang
1783215,2025-04-29 12:07:53,2451
1783347,2025-04-29 12:03:18,6095
1784620,2025-04-29 12:03:22,6375
1784854,2025-04-29 12:05:53,3641
1787636,2025-04-29 12:06:36,2738
1788557,2025-04-29 12:05:00,8456
1789141,2025-04-29 12:05:14,2415
1792238,2025-04-29 12:03:26,7628
1792759,2025-04-29 12:02:53,7555
1792995,2025-04-29 12:05:20,86
1793025,2025-04-29 12:05:17,3724
1793385,2025-04-29 12:07:47,9329
1794877,2025-04-29 12:04:58,2358
1795286,2025-04-29 12:08:21,2536
1796139,2025-04-29 12:04:52,6491
1798995,2025-04-29 12:07:28,1822
1802186,2025-04-29 12:06:30,9615
1802275,2025-04-29 12:07:15,4903
1804552,2025-04-29 12:04:50,4745
1805013,2025-04-29 12:05:32,8215
1806787,2025-04-29 12:06:54,8250
1807256,2025-04-29 12:07:12,7782
1807842,2025-04-29 12:04:56,1625
1810178,2025-04-29 12:04:25,4595
1811532,2025-04-29 12:05:22,7980
1812477,2025-04-29 12:05:43,2289
1812696,2025-04-29 12:02:40,4067
1813280,2025-04-29 12:04:21,8178
1814951,2025-04-29 12:08:34,5049
1818448,2025-04-29 12:06:58,6434
1820623,2025-04-29 12:02:55,6712
1821002,2025-04-29 12:04:08,1149
1821170,2025-04-29 12:06:41,7176
1822510,2025-04-29 12:03:16,6919
1824343,2025-04-29 12:08:13,5532
1825094,2025-04-29 12:02:55,92
1825569,2025-04-29 12:08:23,3316
1826033,2025-04-29 12:07:31,8358
1826427,2025-04-29 12:06:33,7556
1827831,2025-04-29 12:06:49,9590
1827898,2025-04-29 12:05:03,3968
1828413,2025-04-29 12:04:42,7669
1828545,2025-04-29 12:06:08,8043
1828825,2025-04-29 12:04:04,1601
1833529,2025-04-29 12:04:32,8288
1836032,2025-04-29 12:05:18,1331
1838878,2025-04-29 12:06:45,4168
1839495,2025-04-29 12:04:54,1271
1839791,2025-04-29 12:03:58,8593
1839961,2025-04-29 12:03:56,1149
1841115,2025-04-29 12:06:42,4362
1841864,2025-04-29 12:04:48,9435
1842247,2025-04-29 12:05:46,5798
1842387,2025-04-29 12:05:50,8931
1842736,2025-04-29 12:06:17,9780
1842822,2025-04-29 12:03:31,6738
1843120,2025-04-29 12:04:26,6523
1843544,2025-04-29 12:07:56,7154
1846220,2025-04-29 12:06:30,6433
1846862,2025-04-29 12:07:27,458
1846999,2025-04-29 12:06:34,225
1848026,2025-04-29 12:05:41,4636
1848027,2025-04-29 12:06:24,5408
1848614,2025-04-29 12:04:27,956
1849325,2025-04-29 12:05:08,2611
1850049,2025-04-29 12:02:45,8053
1850604,2025-04-29 12:08:34,8025
1850740,2025-04-29 12:04:21,1497
1850833,2025-04-29 12:07:24,6979
1852207,2025-04-29 12:06:27,6875
1852328,2025-04-29 12:06:52,6558
1852369,2025-04-29 12:04:04,9258
1852793,2025-04-29 12:03:52,6847
1853109,2025-04-29 12:08:13,7759
1854103,2025-04-29 12:04:09,3133
1857278,2025-04-29 12:05:35,8914
1857933,2025-04-29 12:06:06,4392
1860090,2025-04-29 12:03:31,6662
1861244,2025-04-29 12:04:07,7158
1863052,2025-04-29 12:06:23,3579
1864163,2025-04-29 12:02:43,4421
1864215,2025-04-29 12:07:41,7366
1864725,2025-04-29 12:07:42,4910
1864881,2025-04-29 12:04:30,9065
1865210,2025-04-29 12:06:27,4816
1866936,2025-04-29 12:04:30,370
1868277,2025-04-29 12:02:51,8207
1868476,2025-04-29 12:08:24,3815
1868489,2025-04-29 12:08:16,1725
1868505,2025-04-29 12:03:51,7462
1870026,2025-04-29 12:08:35,6794
1870983,2025-04-29 12:05:55,5132
1871307,2025-04-29 12:03:23,7164
1871520,2025-04-29 12:05:12,1152
1871981,2025-04-29 12:08:24,278
1872523,2025-04-29 12:03:32,7315
1872620,2025-04-29 12:08:34,8085
1873521,2025-04-29 12:08:02,9097
1873684,2025-04-29 12:08:03,1085
1877079,2025-04-29 12:04:51,5882
1877158,2025-04-29 12:05:06,8434
1879194,2025-04-29 12:05:50,7311
1879629,2025-04-29 12:05:46,3682
1880051,2025-04-29 12:04:39,3995
1882302,2025-04-29 12:03:52,6409
1883690,2025-04-29 12:02:41,9158
1885080,2025-04-29 12:06:20,8924
1886030,2025-04-29 12:05:13,272
1888122,2025-04-29 12:06:22,7216
1889152,2025-04-29 12:07:11,9578
1889392,2025-04-29 12:03:58,54
1889487,2025-04-29 12:07:02,127
1889570,2025-04-29 12:03:01,2706
1889640,2025-04-29 12:08:35,2392
1891813,2025-04-29 12:04:44,7558
1891895,2025-04-29 12:03:59,4019
1893504,2025-04-29 12:03:34,1643
1893852,2025-04-29 12:07:14,840
1894394,2025-04-29 12:05:26,4637
1894800,2025-04-29 12:06:29,8622
1895118,2025-04-29 12:06:20,2351
1895344,2025-04-29 12:05:31,7482
1898126,2025-04-29 12:07:15,7315
1898286,2025-04-29 12:05:06,7023
1899345,2025-04-29 12:03:31,9545
1901839,2025-04-29 12:07:15,6228
1902774,2025-04-29 12:08:04,3637
1903288,2025-04-29 12:05:36,7161
1903318,2025-04-29 12:05:16,1522
1903582,2025-04-29 12:06:34,1950
1903699,2025-04-29 12:03:48,5804
1908248,2025-04-29 12:02:57,2480
1911780,2025-04-29 12:08:33,4844
1911944,2025-04-29 12:07:49,8239
1912278,2025-04-29 12:04:04,2595
1915952,2025-04-29 12:05:32,3913
1917191,2025-04-29 12:04:11,5003
1920212,2025-04-29 12:04:46,6788
1920810,2025-04-29 12:03:31,1527
1922108,2025-04-29 12:06:37,7492
1923627,2025-04-29 12:06:54,1204
1924973,2025-04-29 12:06:56,1413
1926587,2025-04-29 12:06:44,9889
1927820,2025-04-29 12:06:55,2905
1928834,2025-04-29 12:07:07,1837
1929395,2025-04-29 12:03:03,2985
1930463,2025-04-29 12:03:32,9254
1930656,2025-04-29 12:06:24,8503
1931528,2025-04-29 12:08:38,4939
1936470,2025-04-29 12:06:51,3383
1936907,2025-04-29 12:03:33,5798
1937463,2025-04-29 12:03:12,5362
1938058,2025-04-29 12:02:54,4675
1938348,2025-04-29 12:06:57,6681
1939261,2025-04-29 12:08:21,6824
1940549,2025-04-29 12:06:44,731
1941824,2025-04-29 12:05:10,8748
1942189,2025-04-29 12:03:23,2060
1942618,2025-04-29 12:07:44,7818
1943474,2025-04-29 12:07:26,4827
1945862,2025-04-29 12:03:58,4388
1946139,2025-04-29 12:03:13,8929
1947739,2025-04-29 12:08:35,3604
1947847,2025-04-29 12:03:24,5851
1948000,2025-04-29 12:06:40,8093
1948230,2025-04-29 12:07:58,7470
1948736,2025-04-29 12:04:14,4450
1948949,2025-04-29 12:07:55,2578
1949123,2025-04-29 12:04:31,1953
1949295,2025-04-29 12:06:53,826
1950482,2025-04-29 12:07:34,4112
1950493,2025-04-29 12:03:50,5124
1950922,2025-04-29 12:03:57,6937
1953247,2025-04-29 12:06:45,3788
1954648,2025-04-29 12:06:22,2341
1955351,2025-04-29 12:04:43,7104
1956283,2025-04-29 12:03:31,4212
1956948,2025-04-29 12:03:30,4975
1958391,2025-04-29 12:02:54,2273
1959192,2025-04-29 12:02:49,6441
1963052,2025-04-29 12:06:39,676
1964516,2025-04-29 12:08:33,388
1964875,2025-04-29 12:02:59,2865
1965335,2025-04-29 12:04:33,8462
1965956,2025-04-29 12:04:05,6915
1965992,2025-04-29 12:06:36,4794
1967501,2025-04-29 12:05:12,9048
1969501,2025-04-29 12:04:39,3655
1970289,2025-04-29 12:07:35,5414
1970370,2025-04-29 12:07:01,8292
1971448,2025-04-29 12:03:19,5346
1974142,2025-04-29 12:06:36,3844
1976451,2025-04-29 12:05:25,6619
1978054,2025-04-29 12:05:47,7363
1978849,2025-04-29 12:05:28,6457
1979301,2025-04-29 12:08:22,4451
1979413,2025-04-29 12:08:12,5006
1980697,2025-04-29 12:06:02,6528
1980953,2025-04-29 12:05:34,464
1982492,2025-04-29 12:04:33,7659
1983689,2025-04-29 12:03:23,42
1984973,2025-04-29 12:07:28,2261
1986518,2025-04-29 12:04:44,6974
1987660,2025-04-29 12:05:40,6679
1988099,2025-04-29 12:07:43,4330
1989338,2025-04-29 12:06:06,3308
1989792,2025-04-29 12:05:09,7521
1992635,2025-04-29 12:06:19,5961
1992741,2025-04-29 12:04:26,8470
1993642,2025-04-29 12:05:48,8967
1993897,2025-04-29 12:08:18,9967
1994284,2025-04-29 12:05:24,1364
1997802,2025-04-29 12:03:25,2799
1998004,2025-04-29 12:06:17,3868
2001593,2025-04-29 12:04:25,629
2002314,2025-04-29 12:07:42,8165
2002362,2025-04-29 12:04:09,4271
2002586,2025-04-29 12:06:56,8583
2005079,2025-04-29 12:07:54,4747
2005699,2025-04-29 12:04:33,2311
2005833,2025-04-29 12:04:50,154
2006888,2025-04-29 12:05:02,3151
2007454,2025-04-29 12:07:23,8258
2010008,2025-04-29 12:05:21,1149
2010475,2025-04-29 12:05:18,5767
2011521,2025-04-29 12:03:12,5742
2011800,2025-04-29 12:03:55,206
2011833,2025-04-29 12:03:18,3965
2013096,2025-04-29 12:06:43,2541
2013345,2025-04-29 12:04:27,7201
2013696,2025-04-29 12:06:53,6914
2014499,2025-04-29 12:02:52,6064
2014544,2025-04-29 12:07:22,6304
2015545,2025-04-29 12:08:16,4009
2016630,2025-04-29 12:06:56,6751
2016645,2025-04-29 12:07:45,1528
2016993,2025-04-29 12:05:43,1303
2017510,2025-04-29 12:08:11,5660
2018538,2025-04-29 12:07:28,5245
2018604,2025-04-29 12:05:09,382
2019924,2025-04-29 12:02:52,7065
2021449,2025-04-29 12:06:06,2274
2023341,2025-04-29 12:03:25,3528
2023516,2025-04-29 12:04:25,810
2024143,2025-04-29 12:04:59,901
2024226,2025-04-29 12:02:57,6955
2024244,2025-04-29 12:07:39,5837
2026347,2025-04-29 12:07:46,9918
2027036,2025-04-29 12:03:14,5082
2028386,2025-04-29 12:06:56,885
2030243,2025-04-29 12:07:01,1936
2030455,2025-04-29 12:05:02,6687
2031587,2025-04-29 12:07:45,5819
2033224,2025-04-29 12:07:59,1824
2033471,2025-04-29 12:07:56,671
2033806,2025-04-29 12:07:54,7412
2033857,2025-04-29 12:06:19,3234
2034259,2025-04-29 12:03:31,8873
2035170,2025-04-29 12:03:19,5037
2036526,2025-04-29 12:06:39,7563
2036676,2025-04-29 12:08:21,4629
2036763,2025-04-29 12:07:50,5611
2037444,2025-04-29 12:05:14,3192
2037493,2025-04-29 12:04:26,7316
2037661,2025-04-29 12:06:50,8091
2038559,2025-04-29 12:04:59,7991
2039358,2025-04-29 12:06:39,5511
2039946,2025-04-29 12:06:37,6085
2041960,2025-04-29 12:06:38,1271
2044630,2025-04-29 12:05:45,4534
2045082,2025-04-29 12:02:55,8597
2045564,2025-04-29 12:04:12,231
2046256,2025-04-29 12:04:05,8057
2047526,2025-04-29 12:03:21,6154
2048466,2025-04-29 12:07:48,4498
2051085,2025-04-29 12:06:33,6125
2051242,2025-04-29 12:02:49,5652
2052083,2025-04-29 12:05:23,7045
2053531,2025-04-29 12:02:43,879
2054184,2025-04-29 12:04:05,5071
2055798,2025-04-29 12:05:18,6437
2056977,2025-04-29 12:05:12,6965
2057680,2025-04-29 12:02:54,7570
2057918,2025-04-29 12:08:28,2942
2058090,2025-04-29 12:04:50,965
2058751,2025-04-29 12:04:44,819
2059008,2025-04-29 12:07:38,2447
2059044,2025-04-29 12:04:45,3682
2059852,2025-04-29 12:06:52,3796
2060416,2025-04-29 12:04:26,5734
2072176,2025-04-29 12:08:15,2719
2072525,2025-04-29 12:02:43,9585
2072614,2025-04-29 12:07:00,1731
2072624,2025-04-29 12:04:25,7215
2073076,2025-04-29 12:03:18,5967
2073502,2025-04-29 12:05:06,8797
2074373,2025-04-29 12:07:43,3674
2074825,2025-04-29 12:07:32,3898
2074954,2025-04-29 12:08:15,6831
2075081,2025-04-29 12:03:52,165
2075215,2025-04-29 12:07:13,1121
2076030,2025-04-29 12:03:58,111
2076557,2025-04-29 12:02:59,2069
2076909,2025-04-29 12:04:24,3631
2081208,2025-04-29 12:05:07,2044
2084346,2025-04-29 12:04:31,6266
2085561,2025-04-29 12:08:19,2041
2089064,2025-04-29 12:03:29,5405
2089359,2025-04-29 12:07:11,6918
2089832,2025-04-29 12:05:00,6524
2091259,2025-04-29 12:08:09,1791
2095176,2025-04-29 12:03:58,9491
2095857,2025-04-29 12:04:31,8712
2096327,2025-04-29 12:05:06,2712
2096674,2025-04-29 12:05:51,6978
2097851,2025-04-29 12:06:11,6426
2098050,2025-04-29 12:03:50,1394
2102339,2025-04-29 12:07:04,1436
2102402,2025-04-29 12:04:43,400
2103461,2025-04-29 12:06:49,9798
2104247,2025-04-29 12:04:05,2205
2105313,2025-04-29 12:06:33,5092
2107590,2025-04-29 12:05:31,3840
2107802,2025-04-29 12:04:53,4567
2108450,2025-04-29 12:02:54,8829
2109075,2025-04-29 12:04:10,1132
2109968,2025-04-29 12:07:36,387
2110303,2025-04-29 12:07:05,4525
2111578,2025-04-29 12:07:46,115
2113655,2025-04-29 12:02:51,2442
2114791,2025-04-29 12:05:24,9847
2116500,2025-04-29 12:05:40,3029
2117524,2025-04-29 12:06:36,8140
2117577,2025-04-29 12:07:55,1864
2117627,2025-04-29 12:04:33,9603
2119122,2025-04-29 12:03:05,3436
2119825,2025-04-29 12:05:17,6885
2119928,2025-04-29 12:06:38,2450
2119961,2025-04-29 12:06:45,5067
2122605,2025-04-29 12:03:26,9784
2123766,2025-04-29 12:07:47,5125
2124695,2025-04-29 12:04:15,224
2125565,2025-04-29 12:07:35,8472
2125766,2025-04-29 12:07:37,1582
2126138,2025-04-29 12:04:02,8278
2126453,2025-04-29 12:06:17,9852
2126709,2025-04-29 12:03:12,2289
2127053,2025-04-29 12:07:25,1258
2129672,2025-04-29 12:03:33,2006
2131214,2025-04-29 12:03:26,2049
2131579,2025-04-29 12:07:29,3409
2131599,2025-04-29 12:07:36,9870
2132846,2025-04-29 12:07:32,3071
2135583,2025-04-29 12:06:38,1018
2137557,2025-04-29 12:06:46,7991
2138793,2025-04-29 12:08:00,505
2139706,2025-04-29 12:04:18,1542
2140614,2025-04-29 12:03:14,3808
2140699,2025-04-29 12:06:33,3273
2141207,2025-04-29 12:07:12,9491
2141879,2025-04-29 12:08:13,4932
2142165,2025-04-29 12:03:38,9568
2143764,2025-04-29 12:04:32,4937
2143894,2025-04-29 12:06:43,6670
2144211,2025-04-29 12:07:56,2535
2144439,2025-04-29 12:07:35,6934
2145681,2025-04-29 12:05:17,9577
2147522,2025-04-29 12:04:27,6663
2147853,2025-04-29 12:07:09,954
2148196,2025-04-29 12:06:04,9098
2148852,2025-04-29 12:07:27,7788
2149491,2025-04-29 12:08:37,5809
2150752,2025-04-29 12:04:22,2353
2150858,2025-04-29 12:08:08,2661
2151325,2025-04-29 12:07:52,2095
2153995,2025-04-29 12:08:10,4995
2154791,2025-04-29 12:07:55,9769
2155388,2025-04-29 12:05:27,437
2155554,2025-04-29 12:07:31,5185
2155705,2025-04-29 12:05:10,1642
2155881,2025-04-29 12:07:42,1886
2157022,2025-04-29 12:07:56,4240
2158319,2025-04-29 12:08:35,5668
2158875,2025-04-29 12:02:41,724
2159591,2025-04-29 12:05:43,3432
2160939,2025-04-29 12:03:26,2305
2163395,2025-04-29 12:03:56,2114
2164686,2025-04-29 12:07:43,9162
2164768,2025-04-29 12:04:35,624
2164922,2025-04-29 12:02:57,9567
2165537,2025-04-29 12:03:59,8942
2167338,2025-04-29 12:02:56,5909
2167420,2025-04-29 12:08:01,9108
2167493,2025-04-29 12:08:00,2438
2167576,2025-04-29 12:05:15,7836
2167697,2025-04-29 12:06:21,3085
2168656,2025-04-29 12:03:32,2529
2171923,2025-04-29 12:04:52,4101
2173160,2025-04-29 12:03:49,8297
2173180,2025-04-29 12:03:55,9516
2173665,2025-04-29 12:05:47,5802
2173919,2025-04-29 12:05:41,1002
2174202,2025-04-29 12:08:39,4785
2175251,2025-04-29 12:08:25,1677
2176288,2025-04-29 12:02:40,8881
2176775,2025-04-29 12:07:04,8608
2177461,2025-04-29 12:04:57,285
2178111,2025-04-29 12:07:04,8829
2181050,2025-04-29 12:05:46,1018
2181608,2025-04-29 12:03:18,1974
2182621,2025-04-29 12:04:44,4589
2183611,2025-04-29 12:04:02,6934
2184240,2025-04-29 12:05:30,5664
2185910,2025-04-29 12:06:15,4287
2186848,2025-04-29 12:04:25,7421
2187150,2025-04-29 12:05:09,9833
2188425,2025-04-29 12:07:13,36
2188722,2025-04-29 12:03:53,9026
2188739,2025-04-29 12:07:40,4467
2188908,2025-04-29 12:04:43,805
2190658,2025-04-29 12:05:04,4665
2191879,2025-04-29 12:07:26,925
2192210,2025-04-29 12:04:51,953
2193583,2025-04-29 12:08:21,3467
2194228,2025-04-29 12:07:29,6138
2196901,2025-04-29 12:07:31,8468
2199480,2025-04-29 12:03:28,7331
2200446,2025-04-29 12:05:54,6904
2200829,2025-04-29 12:07:27,2770
2201041,2025-04-29 12:03:02,5491
2201170,2025-04-29 12:04:00,1036
2201622,2025-04-29 12:05:52,321
2201941,2025-04-29 12:05:56,1727
2202771,2025-04-29 12:07:34,8632
2202878,2025-04-29 12:07:35,976
2203288,2025-04-29 12:04:30,5074
2204148,2025-04-29 12:04:48,4019
2206220,2025-04-29 12:02:51,5249
2206394,2025-04-29 12:05:58,7603
2206482,2025-04-29 12:05:11,8546
2208208,2025-04-29 12:07:44,5956
2208413,2025-04-29 12:06:40,6476
2210076,2025-04-29 12:03:33,8872
2212022,2025-04-29 12:07:52,4296
2212048,2025-04-29 12:04:11,9588
2213567,2025-04-29 12:04:23,2665
2213585,2025-04-29 12:07:09,2103
2213684,2025-04-29 12:04:17,1357
2214204,2025-04-29 12:06:59,5685
2214778,2025-04-29 12:05:13,9295
2217237,2025-04-29 12:08:30,4643
2217591,2025-04-29 12:06:17,5847
2218020,2025-04-29 12:06:09,1722
2218757,2025-04-29 12:05:31,7189
2218924,2025-04-29 12:02:45,2299
2220162,2025-04-29 12:05:07,6031
2221215,2025-04-29 12:05:50,1545
2222956,2025-04-29 12:03:39,890
2223479,2025-04-29 12:03:24,8351
2223632,2025-04-29 12:07:34,4584
2223991,2025-04-29 12:03:28,3380
2224967,2025-04-29 12:06:12,5430
2225358,2025-04-29 12:05:33,2742
2225940,2025-04-29 12:05:59,8789
2226027,2025-04-29 12:02:42,1634
2226405,2025-04-29 12:06:05,9938
2227990,2025-04-29 12:07:19,273
2228104,2025-04-29 12:08:03,5300
2228232,2025-04-29 12:05:01,68
2228901,2025-04-29 12:03:11,971
2230080,2025-04-29 12:04:51,1864
2230120,2025-04-29 12:04:03,7041
2230528,2025-04-29 12:05:16,9850
2230680,2025-04-29 12:02:46,906
2230756,2025-04-29 12:04:36,4762
2230885,2025-04-29 12:08:15,1721
2232785,2025-04-29 12:06:43,4346
2233196,2025-04-29 12:08:35,9019
2233756,2025-04-29 12:07:20,316
2237684,2025-04-29 12:08:39,3063
2239298,2025-04-29 12:07:12,4814
2239747,2025-04-29 12:04:02,4365
2239817,2025-04-29 12:03:13,9352
2240136,2025-04-29 12:08:17,4408
2241394,2025-04-29 12:05:35,6084
2241977,2025-04-29 12:05:53,3329
2242104,2025-04-29 12:05:05,5653
2243227,2025-04-29 12:05:36,4788
2244453,2025-04-29 12:03:40,2677
2244683,2025-04-29 12:08:37,664
2245802,2025-04-29 12:04:35,9623
2245971,2025-04-29 12:08:05,464
2246307,2025-04-29 12:03:30,1440
2247141,2025-04-29 12:05:03,2641
2248400,2025-04-29 12:07:07,8600
2248961,2025-04-29 12:08:22,2299
2249459,2025-04-29 12:06:35,5072
2249602,2025-04-29 12:05:15,9603
2252379,2025-04-29 12:08:34,4006
2253100,2025-04-29 12:03:32,5723
2253819,2025-04-29 12:02:53,314
2254244,2025-04-29 12:07:46,643
2254534,2025-04-29 12:03:42,9062
2255628,2025-04-29 12:08:10,9362
2258686,2025-04-29 12:07:21,1181
2259989,2025-04-29 12:05:31,8695
2260927,2025-04-29 12:07:52,432
2261278,2025-04-29 12:04:26,6369
2261606,2025-04-29 12:03:05,4624
2261904,2025-04-29 12:08:19,4750
2262391,2025-04-29 12:07:24,1577
2263129,2025-04-29 12:06:09,2460
2264271,2025-04-29 12:02:49,8543
2265866,2025-04-29 12:04:49,5104
2266094,2025-04-29 12:06:20,7582
2267845,2025-04-29 12:05:26,8441
2268208,2025-04-29 12:08:24,9348
2269552,2025-04-29 12:03:03,7132
2270932,2025-04-29 12:03:10,8972
2273040,2025-04-29 12:06:50,1675
2273229,2025-04-29 12:07:14,1034
2273565,2025-04-29 12:03:57,8066
2275776,2025-04-29 12:05:05,104
2276314,2025-04-29 12:06:06,6305
2276841,2025-04-29 12:05:00,6538
2277450,2025-04-29 12:07:24,2503
2278270,2025-04-29 12:06:21,1836
2279157,2025-04-29 12:03:26,2407
2279790,2025-04-29 12:05:53,2125
2280948,2025-04-29 12:08:35,6064
2281426,2025-04-29 12:07:53,3033
2282928,2025-04-29 12:04:11,6611
2283631,2025-04-29 12:03:14,7396
2285333,2025-04-29 12:03:48,6353
2286773,2025-04-29 12:04:37,6674
2287675,2025-04-29 12:06:20,9767
2289347,2025-04-29 12:07:46,2851
2289563,2025-04-29 12:04:33,5556
2290339,2025-04-29 12:06:06,7627
2290400,2025-04-29 12:05:25,1794
2291079,2025-04-29 12:03:43,5441
2291485,2025-04-29 12:08:06,5886
2291903,2025-04-29 12:05:35,1260
2294060,2025-04-29 12:07:51,9331
2294250,2025-04-29 12:04:14,7899
2294846,2025-04-29 12:07:31,2675
2295339,2025-04-29 12:08:16,7081
2295775,2025-04-29 12:06:12,6691
2295963,2025-04-29 12:07:34,9223
2296235,2025-04-29 12:03:43,2976
2298557,2025-04-29 12:03:29,3272
2299611,2025-04-29 12:05:53,4982
2300367,2025-04-29 12:06:53,8612
2301275,2025-04-29 12:07:05,6397
2301339,2025-04-29 12:07:02,4194
2301523,2025-04-29 12:07:28,8415
2306307,2025-04-29 12:06:00,7812
2307874,2025-04-29 12:06:27,1981
2308103,2025-04-29 12:02:49,4946
2308557,2025-04-29 12:06:16,3593
2310134,2025-04-29 12:05:03,27
2312397,2025-04-29 12:08:32,5350
2314524,2025-04-29 12:08:35,9915
2315197,2025-04-29 12:08:38,3209
2316227,2025-04-29 12:08:36,8748
2317098,2025-04-29 12:07:33,4277
2319908,2025-04-29 12:05:00,9364
2320393,2025-04-29 12:07:55,5234
2320831,2025-04-29 12:03:40,2203
2321823,2025-04-29 12:07:12,6743
2322215,2025-04-29 12:03:12,4979
2323865,2025-04-29 12:05:59,8692
2324875,2025-04-29 12:02:47,6741
2325315,2025-04-29 12:05:47,1357
2325749,2025-04-29 12:08:28,5999
2325848,2025-04-29 12:06:01,4904
2326055,2025-04-29 12:07:43,260
2326191,2025-04-29 12:04:39,8061
2330725,2025-04-29 12:03:29,5557
2331358,2025-04-29 12:05:55,4761
2332192,2025-04-29 12:05:18,2934
2332566,2025-04-29 12:04:01,6995
2332722,2025-04-29 12:04:25,1180
2333337,2025-04-29 12:07:24,3647
2334293,2025-04-29 12:08:24,6808
2334864,2025-04-29 12:07:18,2671
2336103,2025-04-29 12:03:14,2548
2336585,2025-04-29 12:07:08,9590
2336666,2025-04-29 12:06:34,4131
2337848,2025-04-29 12:04:18,962
2340605,2025-04-29 12:04:16,4277
2340940,2025-04-29 12:04:00,3119
2341042,2025-04-29 12:06:30,4980
2341546,2025-04-29 12:05:06,389
2342348,2025-04-29 12:02:40,9546
2343870,2025-04-29 12:04:21,9842
2346834,2025-04-29 12:03:03,2427
2351007,2025-04-29 12:03:50,23
2352457,2025-04-29 12:08:03,7006
2353306,2025-04-29 12:06:12,9309
2353895,2025-04-29 12:06:19,520
2355187,2025-04-29 12:07:39,6660
2357039,2025-04-29 12:08:31,6527
2357844,2025-04-29 12:04:01,3806
2358754,2025-04-29 12:07:15,4563
2359308,2025-04-29 12:04:36,8008
2359584,2025-04-29 12:07:37,5440
2360060,2025-04-29 12:07:57,3931
2361601,2025-04-29 12:04:25,7488
2361627,2025-04-29 12:03:20,6303
2361666,2025-04-29 12:07:21,7219
2362482,2025-04-29 12:05:50,8085
2362798,2025-04-29 12:06:49,3866
2364414,2025-04-29 12:04:40,3903
2365850,2025-04-29 12:06:58,6639
2366560,2025-04-29 12:05:16,8742
2367362,2025-04-29 12:06:31,5106
2367548,2025-04-29 12:03:43,7041
2367695,2025-04-29 12:05:42,1948
2367707,2025-04-29 12:04:06,9092
2369569,2025-04-29 12:07:05,1761
2370267,2025-04-29 12:08:19,3196
2370453,2025-04-29 12:06:10,9436
2370649,2025-04-29 12:03:54,6891
2370948,2025-04-29 12:02:53,6994
2371693,2025-04-29 12:06:33,7407
2371775,2025-04-29 12:03:59,3711
2373299,2025-04-29 12:06:09,3295
2373680,2025-04-29 12:06:19,781
2373759,2025-04-29 12:08:07,2228
2376158,2025-04-29 12:02:50,2607
2377835,2025-04-29 12:07:46,2793
2378042,2025-04-29 12:04:25,5116
2380735,2025-04-29 12:05:16,2970
2381523,2025-04-29 12:06:39,7584
2383046,2025-04-29 12:04:30,8321
2383946,2025-04-29 12:05:45,136
2385023,2025-04-29 12:07:09,8205
2387776,2025-04-29 12:04:32,8276
2389717,2025-04-29 12:07:27,463
2390853,2025-04-29 12:05:07,2207
2390909,2025-04-29 12:06:49,938
2393143,2025-04-29 12:08:31,9886
2395227,2025-04-29 12:07:05,3987
2399227,2025-04-29 12:03:29,8366
2402492,2025-04-29 12:02:53,3587
2403552,2025-04-29 12:06:34,772
2407262,2025-04-29 12:07:25,1280
2407354,2025-04-29 12:03:17,9071
2408529,2025-04-29 12:05:24,478
2409254,2025-04-29 12:03:54,3314
2410590,2025-04-29 12:06:53,2332
2411158,2025-04-29 12:05:38,4836
2411184,2025-04-29 12:08:00,9979
2411924,2025-04-29 12:08:38,3288
2411932,2025-04-29 12:03:19,2764
2413265,2025-04-29 12:03:07,8230
2413443,2025-04-29 12:02:53,3890
2413476,2025-04-29 12:02:49,4299
2413481,2025-04-29 12:07:12,1214
2413739,2025-04-29 12:07:13,6271
2413945,2025-04-29 12:07:53,8875
2414780,2025-04-29 12:08:27,7745
2415454,2025-04-29 12:04:19,9756
2415635,2025-04-29 12:06:07,3357
2417078,2025-04-29 12:08:31,2650
2418150,2025-04-29 12:05:30,7998
2420756,2025-04-29 12:08:11,1394
2421397,2025-04-29 12:05:15,4905
2422434,2025-04-29 12:05:07,5960
2423533,2025-04-29 12:03:18,4658
2423860,2025-04-29 12:05:30,9729
2425593,2025-04-29 12:05:18,4591
2426844,2025-04-29 12:02:59,2072
2427558,2025-04-29 12:08:11,5380
2428124,2025-04-29 12:07:59,4855
2429558,2025-04-29 12:07:13,1133
2429858,2025-04-29 12:05:39,1649
2433538,2025-04-29 12:05:24,2819
2433543,2025-04-29 12:03:39,1379
2434012,2025-04-29 12:04:01,3843
2434498,2025-04-29 12:08:10,3538
2435220,2025-04-29 12:06:17,1163
2435319,2025-04-29 12:02:45,6131
2435902,2025-04-29 12:07:47,8135
2436109,2025-04-29 12:05:50,1945
2436640,2025-04-29 12:08:35,8894
2436766,2025-04-29 12:08:21,3696
2437261,2025-04-29 12:07:58,7073
2440042,2025-04-29 12:05:32,4159
2444606,2025-04-29 12:07:45,123
2445124,2025-04-29 12:03:12,665
2446525,2025-04-29 12:07:30,3969
2447249,2025-04-29 12:04:40,2286
2447522,2025-04-29 12:05:04,5207
2449098,2025-04-29 12:03:48,6652
2449678,2025-04-29 12:02:54,1507
2451520,2025-04-29 12:03:24,8176
2452446,2025-04-29 12:05:55,8478
2452830,2025-04-29 12:04:29,1298
2453320,2025-04-29 12:03:31,3661
2453701,2025-04-29 12:04:22,8069
